CODE CPV;DE Label;EN Label;ES Label;FR Label;PT Label;Short Code
72212980-2;Entwicklung von Programmiersprachen und -werkzeugen;Programming languages and tools development services;Servicios de lenguajes de programación y de desarrollo de herramientas;Services de développement de langages de programmation et d'outils;Serviços de desenvolvimento de linguagens e ferramentas de programação;72212980
72224200-3;Planung im Bereich Systemqualitätssicherung;System quality assurance planning services;Servicios de planificación de la garantía de calidad del sistema;Services de planification de l'assurance qualité des systèmes;Serviços de planeamento em matéria de garantias da qualidade dos sistemas;72224200
72540000-2;Computeraufrüstung;Computer upgrade services;Servicios de actualización informática;Services de mise à jour d'ordinateurs;Serviços de actualização informática;72540000
75231240-8;Bewährungshilfe;Probation services;Servicios de reinserción;Services de réinsertion;Serviços de reinserção social e profissional;75231240
75312000-6;Mutterschaftsbeihilfe;Maternity benefits;Prestaciones de maternidad;Indemnités de maternité;Subsídios de maternidade;75312000
75313100-4;Unterstützung bei zeitweiliger Erwerbsunfähigkeit;Temporary disablement benefits;Prestaciones de invalidez temporal;Indemnités d'incapacité temporaire;Subsídios de invalidez temporária;75313100
76431500-8;Beaufsichtigung von Schachtbohrungen;Well-drilling supervision services;Servicios de supervisión de perforación de pozos;Services de suivi de forage de puits;Serviços de supervisão na perfuração de poços;76431500
76535000-2;Öffnung des Bohrlochs;Downhole hole opening services;Servicios de perforación de fondo de pozo;Services de forage de fond de puits;Serviços de perfuração em fundos de poços;76535000
79112000-2;Vertretung vor Gericht;Legal representation services;Servicios de representación jurídica;Services de représentation légale;Serviços de representação jurídica;79112000
79342100-4;Direktmarketing;Direct marketing services;Servicios de marketing directo;Services de marketing direct;Serviços de marketing directo;79342100
79342200-5;Reklamedienste;Promotional services;Servicios de promoción;Services de promotion;Serviços de promoção;79342200
79552000-8;Textverarbeitungsdienste;Word-processing services;Servicios de tratamiento de textos;Services de traitement de texte;Serviços de processamento de texto;79552000
79625000-1;Überlassung von medizinischem Personal;Supply services of medical personnel;Servicios de suministro de personal médico;Services de mise à disposition de personnel médical;Serviços de fornecimento de pessoal médico;79625000
79714100-3;Dienstleistungen in Verbindung mit Suchsystemen;Tracing system services;Servicios relacionados con el sistema de localización;Services de localisation;Serviços de localização;79714100
80100000-5;Grundschulunterricht;Primary education services;Servicios de enseñanza primaria;Services d'enseignement primaire;Serviços de ensino primário;80100000
80430000-7;Erwachsenenbildung auf Hochschulebene;Adult-education services at university level;Servicios de enseñanza universitaria para adultos;Services d'enseignement de niveau universitaire pour adultes;Serviços de ensino de nível superior para adultos;80430000
85130000-9;Dienstleistungen von Zahnarztpraxen und zugehörige Dienstleistungen;Dental practice and related services;Servicios de odontología y servicios conexos;Services de soins dentaires et services connexes;Serviços de medicina dentária e serviços conexos;85130000
85312330-1;Familienplanung;Family-planning services;Servicios de planificación familiar;Services de planning familial;Serviços de planeamento familiar;85312330
90420000-7;Abwasserbehandlung;Sewage treatment services;Servicios de tratamiento de aguas residuales;Services de traitement des eaux usées;Serviços de tratamento de águas residuais;90420000
90513700-3;Schlammtransport;Sludge transport services;Servicios de transporte de lodos;Services de transport des boues;Serviços de transporte de lamas;90513700
90715120-9;Untersuchung von Chemiewerken oder Erdölraffinerieabfällen;Chemical works or oil refinery waste site investigation;Estudio de emplazamientos de vertederos de desechos de fábricas de productos químicos o refinerías de petróleo;Recherche sur un site d'usine à produits chimiques ou sur un site de déchets de raffinerie de pétrole;Investigação de depósitos de resíduos provenientes de instalações químicas ou de refinarias petrolíferas;90715120
90721100-8;Landschaftsschutz;Landscape protection services;Servicios de protección del paisaje;Services de protection du paysage;Serviços de protecção da paisagem;90721100
90722300-7;Landgewinnung;Land reclamation services;Servicios de recuperación del suelo;Services de mise en valeur des sols;Serviços de recuperação de terras;90722300
90741100-4;Überwachung von Ölleckagen;Oil spillage monitoring services;Servicios de seguimiento de vertidos de hidrocarburos;Services de surveillance de l'écoulement accidentel d'hydrocarbures;Serviços de monitorização de derrames de hidrocarbonetos;90741100
92110000-5;Film- und Videofilmherstellung und verbundene Dienstleistungen;Motion picture and video tape production and related services;Servicios de producción de películas de cine y videocintas y servicios conexos;Services de production de films cinématographique et de vidéos et services connexes;Serviços de produção de filmes e fitas de vídeo e afins;92110000
92225000-4;Interaktives Fernsehen;Interactive television;Televisión interactiva;Services de télévision interactive;Televisão interactiva;92225000
92225100-7;Filmabruf über das Fernsehen;Film-on-demand television;Televisión con películas a la carta;Services de télédiffusion de films à la demande;Televisão de filmes a pedido (film on demand);92225100
98342000-2;Dienstleistungen in Bezug auf das Arbeitsumfeld;Work environment services;Servicios relativos al entorno de trabajo;Services relatifs à l'environnement de travail;Serviços de ambiente de trabalho;98342000
98362100-9;Unterstützende Dienstleistungen für Marinestützpunkte;Marine-base support services;Servicios de apoyo de bases marítimas;Services d'appui de base maritimes;Serviços auxiliares de bases marítimas;98362100
98371111-5;Pflege von Friedhofsanlagen;Cemetery maintenance services;Servicios de mantenimiento de cementerios;Services d'entretien de cimetières;Serviços de manutenção de cemitérios;98371111
03130000-1;Getränke- und Gewürzpflanzen;Beverage and spice crops;Cultivos de especias y de plantas para bebidas;Plantes pour boissons et épices;Culturas destinadas à preparação de bebidas e de especiarias;03130000
03142200-0;Schnecken;Snails;Caracoles;Escargots;Caracóis;03142200
03221112-4;Karotten;Carrots;Zanahorias;Carottes;Cenouras;03221112
03222110-7;Tropenfrüchte;Tropical fruit;Frutas tropicales;Fruits tropicaux;Frutos tropicais;03222110
03320000-8;Rinder, anderes Großvieh sowie Kleinvieh;Cattle, livestock and small animals;Ganado y animales pequeños;Bétail, cheptel et petits animaux;Gado e outros animais, incluindo de pequeno porte;03320000
03400000-4;Erzeugnisse der Forst- und Holzwirtschaft;Forestry and logging products;Productos de la silvicultura y de la explotación forestal;Produits de la sylviculture et de l'exploitation forestière;Produtos da silvicultura e da exploração florestal;03400000
09120000-6;Gasförmige Brennstoffe;Gaseous fuels;Combustibles gaseosos;Combustibles gazeux;Combustíveis gasosos;09120000
09134230-8;Biodiesel;Biodiesel;Biodiésel;Biodiesel;Biodiesel;09134230
09134232-2;Biodiesel (B100);Biodiesel (B100);Biodiésel (B100);Biodiesel (B100);Biodiesel (B100);09134232
09211640-9;Elektroisolieröle;Electrical insulating oils;Aceites para aislamiento eléctrico;Huiles utilisées comme isolants électriques;Óleos para isolamento eléctrico;09211640
09211820-5;Mineralöle;Petroleum oils;Aceites de petróleo;Huiles minérales;Óleos de petróleo;09211820
14300000-4;Chemische Mineralien und Düngemittelmineralien;Chemical and fertiliser minerals;Minerales químicos y abonos minerales;Produits inorganiques chimiques et engrais minéraux;Minerais químicos e adubos minerais;14300000
14420000-1;Meersalz;Sea salt;Sal marina;Sel marin;Sal marinho;14420000
14521100-0;Edelsteine;Precious stones;Piedras preciosas;Pierres précieuses;Pedras preciosas;14521100
14522000-6;"Industriediamanten; Bimsstein; Schmirgel und andere natürliche Schleifstoffe";Industrial diamonds, pumice stone, emery and other natural abrasives;"Diamantes industriales; piedra pómez; esmeril y otros abrasivos naturales";Diamants industriels, pierre ponce, émeri et autres abrasifs naturels;"Diamantes industriais; pedra-pomes; esmeril e outros abrasivos naturais";14522000
14771000-6;Cäsium;Caesium;Cesio;Césium;Césio;14771000
14782000-6;Magnesium;Magnesium;Magnesio;Magnésium;Magnésio;14782000
14784000-0;Lithium;Lithium;Litio;Lithium;Lítio;14784000
14791000-2;Niobium;Niobium;Niobio;Niobium;Nióbio;14791000
14810000-2;Schleifmittel;Abrasive products;Productos abrasivos;Produits abrasifs;Produtos abrasivos;14810000
14811000-9;Mühlsteine, Mahlsteine und Schleifscheiben;Millstones, grindstones and grinding wheels;Muelas, piedras y ruedas de amolar;Pierres à meuler, pierres à broyer et meules;Mós, pedras de amolar e rebolos;14811000
15110000-2;Fleisch;Meat;Carne;Viande;Carne;15110000
15244200-2;Fischeier;Fish eggs;Huevos de peces;Œufs de poissons;Ovas;15244200
15321700-1;Mischungen aus nicht aus Konzentrat hergestellten Säften;Mixtures of unconcentrated juices;Mezclas de zumos no concentrados;Mélanges de jus non concentrés;Misturas de sumos não concentrados;15321700
15331133-8;Halbe Erbsen;Split peas;Guisantes partidos;Pois cassés;Ervilha partida;15331133
15332270-7;Fruchtmuse;Fruit purées;Purés de fruta;Purées de fruits;Purés de fruta;15332270
15431000-8;Margarine und ähnliche Zubereitungen;Margarine and similar preparations;Margarina y preparaciones similares;Margarine et préparations similaires;Margarinas e preparações similares;15431000
15543200-8;Cheddar;Cheddar cheese;Queso cheddar;Cheddar;Queijo cheddar;15543200
15620000-0;Stärken und Stärkeerzeugnisse;Starches and starch products;Almidones y productos amiláceos;Amidons et produits amylacés;Produtos à base de amido e fécula;15620000
15713000-9;Haustierfutter;Pet food;Alimentos para animales domésticos;Aliments pour animaux de compagnie;Alimentos para animais de estimação;15713000
15833100-7;Nachspeisen;Desserts;Postres;Desserts;Sobremesas;15833100
15842100-3;Schokolade;Chocolate;Chocolate;Chocolat;Chocolate;15842100
15842300-5;Süßwaren;Confectionery;Artículos de confitería;Confiserie;Produtos de confeitaria;15842300
15851200-0;Zubereitete Teigwaren und Couscous;Prepared pasta and couscous;Pastas alimenticias y cuscús preparados;Pâtes alimentaires préparées et couscous;Massas alimentícias e cuscuz preparados;15851200
15891600-6;Fonds;Stocks;Concentrados de caldo;Fonds;Caldos;15891600
15893100-5;Lebensmittelmischungen;Food mixes;Mezclas para comidas;Préparations alimentaires;Preparados alimentares;15893100
16330000-7;Stroh- oder Futterpressen;Straw or fodder balers;Prensas para paja o forraje;Presses à paille ou à fourrage;Enfardadeiras de palha ou de forragem;16330000
18235300-8;Sweatshirts;Sweatshirts;Chándales;Sweat-shirts;Camisolas de algodão;18235300
18424400-1;Fausthandschuhe;Mittens;Manoplas;Moufles;Mitenes;18424400
18511600-0;Turmalinstein;Tourmaline stone;Turmalinas;Tourmaline;Turmalinas;18511600
18512200-3;Medaillen;Medals;Medallas;Médailles;Medalhas;18512200
18931000-4;Reisetaschen;Travel bags;Sacos de viaje;Sacs de voyage;Sacos de viagem;18931000
18938000-3;Gepolsterte Versandtaschen;Padded bags;Sobres acolchados;Enveloppes rembourrées;Envelopes acolchoados;18938000
19110000-0;Sämischleder;Chamois leather;Cuero agamuzado;Peau de chamois;Peles de camurça;19110000
19143000-0;Similileder;Imitation leather;Cuero de imitación;Similicuir;Imitações de couro;19143000
19170000-8;Waren aus Leder zur Verwendung bei Maschinen oder mechanischen Geräten;Leather articles used in machinery or mechanical appliances;Artículos de cuero usados en maquinaria o aparatos mecánicos;Articles en cuir utilisés dans les machines ou les appareils mécaniques;Artigos em couro para máquinas ou instalações mecânicas;19170000
19200000-8;Gewebe und zugehörige Artikel;Textile fabrics and related items;Telas y artículos conexos;Textiles et articles connexes;Tecidos têxteis e artigos afins;19200000
19252000-7;Gehäkelte Gewirke;Crocheted fabrics;Tejidos de ganchillo;Tissu crocheté;Tecidos de croché;19252000
19722000-3;Hochfestes Garn;High-tenacity yarn;Hilado de alta tenacidad;Fil à haute ténacité;Fios de alta tenacidade;19722000
22114310-8;Katasterkarten;Cadastral maps;Mapas catastrales;Plans cadastraux;Plantas cadastrais;22114310
22130000-0;Telefonbücher;Directories;Guías;Annuaires;Anuários;22130000
22520000-1;Trockenätzausrüstung;Dry-etching equipment;Equipo de grabado en seco;Matériel de gravure sèche;Equipamento de gravura seca;22520000
22521000-8;Prägeausrüstung;Embossing equipment;Equipo de estampado en relieve;Matériel d'estampage;Equipamento de gravação em relevo;22521000
22822100-9;Endlosgeschäftsvordrucke;Continuous business forms;Formularios comerciales de papel continuo;Formulaires commerciaux en continu;Formulários comerciais em contínuo;22822100
24311000-7;Chemische Elemente, anorganische Säuren und Verbindungen;Chemical elements, inorganic acids and compounds;Elementos químicos, ácidos inorgánicos y sus compuestos;Éléments chimiques, acides inorganiques et composés;Elementos químicos, compostos e ácidos inorgânicos;24311000
24311300-0;Alkalimetalle;Alkali metals;Metales alcalinos;Métaux alcalins;Metais alcalinos;24311300
24311900-6;Chlor;Chlorine;Cloro;Chlore;Cloro;24311900
24312130-4;Aluminiumchlorhydrat;Aluminium chlorohydrate;Clorhidrato de aluminio;Chlorhydrate d'aluminium;Cloridrato de alumínio;24312130
24321000-0;Kohlenwasserstoffe;Hydrocarbons;Hidrocarburos;Hydrocarbures;Hidrocarbonetos;24321000
24321114-2;Buten;Butene;Buteno;Butène;Buteno;24321114
24321120-7;Cyclische gesättigte Kohlenwasserstoffe;Saturated cyclic hydrocarbons;Hidrocarburos cíclicos saturados;Hydrocarbures cycliques saturés;Hidrocarbonetos cíclicos saturados;24321120
24413100-3;Flüssiges Ammoniak;Liquid ammonia;Amoníaco líquido;Ammoniac liquide;Amoníaco líquido;24413100
24457000-2;Fungizide;Fungicides;Fungicidas;Fongicides;Fungicidas;24457000
24610000-3;Sprengstoffpräparate;Prepared explosives;Explosivos preparados;Explosifs préparés;Explosivos preparados;24610000
30170000-1;Etikettmaschinen;Labelling machines;Etiquetadoras;Étiqueteuses;Máquinas de etiquetagem;30170000
30192123-9;Faserstifte;Fibre pens;Rotuladores con punta fibrosa;Feutres;Canetas de fibra;30192123
30193200-0;Briefablagen oder Ordnungssysteme für den Schreibtisch;Desktop trays or organisers;Bandejas para organizar documentos;Plateaux ou organisateurs pour bureau;Classificadores ou tabuleiros para secretárias;30193200
30195920-7;Magnettafeln;Magnetic boards;Pizarras magnéticas;Tableaux magnétiques;Quadros magnéticos;30195920
30199340-5;Endlosformulare;Continuous forms;Formularios continuos;Formulaires en continu;Formulários em contínuo;30199340
30199711-7;Bedruckte Briefumschläge mit Fenster;Printed window envelopes;Sobres con ventana impresos;Enveloppes à fenêtre imprimées;Sobrescritos com janela impressos;30199711
30199792-8;Kalender;Calendars;Calendarios;Calendriers;Calendários;30199792
30213400-9;Hauptprozessoren für Personalcomputer;Central processing units for personal computers;Unidades centrales de proceso para ordenadores personales;Unités centrales pour ordinateurs personnels;Unidades centrais de processamento para computadores pessoais;30213400
30230000-0;Computerbezogene Geräte;Computer-related equipment;Equipo relacionado con la informática;Matériel informatique;Equipamento informático;30230000
30233300-4;Chipkartenleser;Smart card readers;Lectores de tarjetas inteligentes;Lecteurs de cartes à puce;Leitores de cartões inteligentes;30233300
30234100-9;Magnetplatten;Magnetic disk;Discos magnéticos;Disque magnétique;Discos magnéticos;30234100
30234400-2;DVDs (Digital Versatile Disks);Digital versatile disks (DVDs);Discos versátiles digitales (DVD);Disques numériques polyvalents (DVD);Discos versáteis digitais (DVD);30234400
30237136-1;Audiokarten;Audio cards;Tarjetas de sonido;Cartes audio;Cartões audio;30237136
30237260-9;Monitor-Wandarmhalterungen;Monitor wall mount arms;Soportes murales para monitores;Arbres de montage mural pour moniteurs;Braços para montagem de monitores na parede;30237260
30237380-6;CD-ROMs;CD-ROM;CD-ROM;CD-ROM;CD-ROM;30237380
31121110-4;Leistungswandler;Power converters;Convertidores de potencia;Convertisseurs;Conversores eléctricos;31121110
31140000-9;Kühltürme;Cooling towers;Torres de enfriamiento;Tours de refroidissement;Torres de refrigeração;31140000
31161700-9;Teile von Dampferzeugern;Parts of steam generators;Partes de generadores de vapor;Pièces de générateurs de vapeur;Peças para geradores de vapor;31161700
31210000-1;Elektrische Geräte zum Schalten oder Schützen von Stromkreisen;Electrical apparatus for switching or protecting electrical circuits;Aparatos eléctricos de conmutación o protección de circuitos eléctricos;Appareils électriques de commutation ou de protection de circuits électriques;Aparelhos eléctricos para ligação ou protecção de circuitos eléctricos;31210000
31221600-7;Zeitrelais;Time relays;Relés temporizadores;Relais retardés;Relés temporizados;31221600
31224500-7;Anschlussklemmen;Terminals;Terminales;Bornes;Terminais;31224500
31311000-9;Stromversorgungsnetzanschlüsse;Mains connections;Conexiones de red;Connexions de réseau;Conexões para linhas de alimentação;31311000
31321300-5;Hochspannungskabel;High-voltage cable;Cables de alta tensión;Câble haute tension;Cabos de alta tensão;31321300
31411000-0;Alkalibatterien;Alkaline batteries;Baterías alcalinas;Piles alcalines;Pilhas alcalinas;31411000
31422000-0;Batteriesätze;Battery packs;Paquetes de baterías;Groupes de batteries;Pacotes de baterias;31422000
31527400-0;Unterwasserbeleuchtung;Underwater lights;Iluminación sumergible;Eclairages sous-marin;Luzes subaquáticas;31527400
31531100-8;Lampen und Leuchtröhren;Electric tubes;Lámparas y tubos;Tubes d'éclairage;Lâmpadas eléctricas;31531100
31642500-3;Suchgeräte für Holz;Detection apparatus for timber;Detectores de madera;Détecteurs de bois;Aparelhos detectores de madeira;31642500
31712344-3;Schottky-Dioden;Schottky diodes;Diodos Schottky;Diodes Schottky;Díodos Schottky;31712344
31712349-8;Hochfrequenzdioden (HF-Dioden);Radio frequency (RF) diodes;Diodos de radiofrecuencia;Diodes à radiofréquence (RF);Díodos de radiofrequência (RF);31712349
32323000-3;Video-Kontrollschirme;Video monitors;Videomonitores;Moniteurs vidéo;Monitores de vídeo;32323000
32350000-1;Teile für Ton- und Videoanlagen;Parts of sound and video equipment;Partes de equipo de sonido y vídeo;Pièces pour matériel audio et vidéo;Partes de equipamento de som e imagem;32350000
32400000-7;Netzwerke;Networks;Redes;Réseaux;Redes;32400000
32441000-6;Telemetriegeräte;Telemetry equipment;Equipo de telemetría;Matériel de télémétrie;Equipamento de telemetria;32441000
32545000-5;Fernsprechwählsysteme;PABX systems;Sistemas de PABX;Systèmes PABX;Sistemas de centrais privadas de comutação telefónica (PABX);32545000
32552300-0;Telefonische oder telegrafische Schaltgeräte;Telephonic or telegraphic switching apparatus;Conmutadores telefónicos o telegráficos;Appareils de commutation téléphonique ou télégraphique;Aparelhos de comutação para telefonia ou telegrafia;32552300
32552500-2;Bürofernschreiber;Teletext apparatus;Aparatos de teletexto;Appareils télétexte;Aparelhos de teletexto;32552500
33127000-6;Ausrüstung für Immunoanalysen;Immuno-analysis devices;Aparatos para análisis inmunológicos;Équipement pour immuno-analyse;Aparelhos para imunoanálise;33127000
33131000-7;Zahnärztliche Handgeräte;Dental hand instrument;Instrumentos de dentista;Instruments dentaires;Material odontológico;33131000
33131400-1;Zahnärztliche Sonden;Dental probe;Sonda dental;Sonde dentaire;Sonda dentária;33131400
33141510-8;Blutderivate;Blood products;Productos sanguíneos;Produits sanguins;Derivados sanguíneos;33141510
33168000-5;Ausrüstung für Endoskopie und Endochirurgie;Endoscopy, endosurgery devices;Aparatos de endoscopia y endocirugía;Appareils d'endoscopie et d'endochirurgie;Aparelhos para endoscopia e endocirurgia;33168000
33169000-2;Chirurgische Instrumente;Surgical instruments;Instrumentos quirúrgicos;Instruments de chirurgie;Material cirúrgico;33169000
33182200-1;Ausrüstung für Herzstimulation;Cardiac stimulation devices;Aparatos de estimulación cardíaca;Système de stimulation cardiaque;Aparelhos para estimulação cardíaca;33182200
33192200-4;Medizinische Tische;Medical tables;Mesas para uso médico;Tables médicales;Mesas médicas;33192200
33194210-1;Ausrüstung für Bluttransfusion;Blood-transfusion devices;Instrumentos y aparatos para transfusión sanguínea;Appareils de transfusion sanguine;Aparelhos para transfusão de sangue;33194210
33651680-8;Hepatitis-B-Impfstoffe;Hepatitis B vaccines;Vacunas contra la hepatitis B;Vaccins antihépatite B;Vacinas contra a hepatite B;33651680
33693000-4;Alle übrigen therapeutischen Mittel;Other therapeutic products;Todos los demás productos terapéuticos;Tous les autres produits thérapeutiques;Todos os outros produtos terapêuticos;33693000
33698000-9;Klinische Erzeugnisse;Clinical products;Productos clínicos;Produits à usage clinique;Produtos para fins clínicos;33698000
33711430-0;Einwegtücher;Disposable personal wipes;Toallitas higiénicas desechables;Serviettes personnelles à jeter;Lenços descartáveis;33711430
33711450-6;Tattoos;Tattoos;Tatuajes;Tatouages;Tatuagens;33711450
33711510-5;Sonnenschutzmittel;Sun protection products;Productos de protección solar;Produits de protection solaire;Protectores solares;33711510
33711610-6;Haarwaschmittel;Shampoos;Champús;Shampooings;Champôs;33711610
33711700-4;Artikel und Zubereitungen für die Mund- und Zahnhygiene;Articles and preparations for oral or dental hygiene;Artículos y preparados para la higiene bucal o dental;Articles et préparations pour hygiène orale ou dentaire;Artigos e preparações para higiene oral ou dentária;33711700
33711760-2;Zahnseide;Dental floss;Hilo dental;Fil dentaire;Fio dentário;33711760
34142100-5;Lastwagen mit Hebeplattform;Elevator-platforms trucks;Camiones con plataforma elevadora;Camions à plate-forme élévatrice;Camiões de plataforma elevatória;34142100
34144511-3;Müllfahrzeuge;Refuse-collection vehicles;Vehículos de recogida de basuras;Bennes à ordures;Veículos para recolha de lixo;34144511
34144520-9;Abwassertankwagen;Sewage tankers;Camiones cisterna para aguas residuales;Camions-citernes pour eaux usées;Camiões-cisterna para águas residuais;34144520
34220000-5;Anhänger, Sattelanhänger und fahrbare Großbehälter;Trailers, semi-trailers and mobile containers;Remolques, semirremolques y contenedores móviles;Remorques, semi-remorques et conteneurs mobiles;Reboques, semi-reboques e contentores móveis;34220000
34511100-3;Patrouillenboote;Marine patrol vessels;Patrulleros para la marina;Patrouilleurs maritimes;Navios-patrulha da marinha;34511100
34512900-8;Autotransportschiffe;Car carriers;Buques para transporte de automóviles;Transbordeurs pour voitures;Barcos para o transporte de automóveis;34512900
34622400-7;Eisenbahnwagen;Railway carriages;Vagones de ferrocarril;Voitures à voyageurs;Carruagens;34622400
34632200-8;Elektrische Signaleinrichtungen für den Eisenbahnverkehr;Electrical signalling equipment for railways;Equipo eléctrico de señalización para vías férreas;Équipement électrique de signalisation de chemin de fer;Equipamento eléctrico de sinalização para vias férreas;34632200
34712000-1;Raumfahrzeuge, Satelliten und Trägerraketen;Spacecraft, satellites and launch vehicles;Naves espaciales, satélites y vehículos de lanzamiento;Spationefs, satellites et dispositifs de lancement;Veículos espaciais, satélites e veículos de lançamento;34712000
34741400-7;Flugsimulatoren;Flight simulators;Simuladores de vuelo;Simulateurs de vol;Simuladores de voo;34741400
34922100-7;Straßenmarkierungen;Road markings;Marcas viales;Marquage routier;Marcações rodoviárias;34922100
34951000-8;Zufahrtsplattformen;Access platforms;Plataformas de acceso;Plates-formes d'accès;Plataformas de acesso;34951000
34968100-1;Flughafenüberwachungssystem (SUR);Airport Surveillance System (SUR);Sistema de vigilancia aeroportuaria (SUR);Système de surveillance d'aéroport (SUR);Sistema de vigilância de aeroporto (SUR);34968100
34999410-3;Maßstäbliche Flugzeugmodelle;Aircraft scale models;Modelos de aeronaves reducidos a escala;Maquettes d'avions;Modelos à escala (maquetes) de aeronaves;34999410
35111200-7;Brandbekämpfungsgeräte;Firefighting materials;Materiales para extinción de incendios;Équipement de lutte contre l'incendie;Materiais utilizados no combate a incêndios;35111200
35411100-9;Hauptkampfpanzer;Main battle tanks;Carros de combate medios;Chars de combat lourds;Tanques de combate pesados;35411100
35521000-2;Rumpf und mechanische Ersatzteile für Kriegsschiffe;Hull and mechanical spare parts for warships;Casco y piezas mecánicas de recambio para buques de guerra;Pièces de rechange pour coque et pièces mécaniques pour navires de guerre;Peças sobressalentes mecânicas e do casco para navios de guerra;35521000
35621100-4;Strategische antiballistische Raketen;Strategic anti-ballistic missiles;Misiles antimisiles estratégicos;Missiles stratégiques antibalistiques;Mísseis antibalísticos estratégicos;35621100
35621300-6;U-Boot-gestützte ballistische Raketen;Submarine launched ballistic missiles;Misiles balísticos lanzados por submarino;Missiles balistiques lancés par sous-marin;Mísseis balísticos lançados de submarinos;35621300
35631300-9;Navigationssatelliten;Navigation satellites;Satélites de navegación;Satellites de navigation;Satélites de navegação;35631300
35813000-6;Militärhelme;Military helmets;Cascos militares;Casques militaires;Capacetes militares;35813000
37312400-2;Saxofone;Saxophones;Saxofones;Saxophones;Saxofones;37312400
37314310-8;Musikalische Kornette;Musical cornets;Cornetas;Cornets musicaux;Cornetas;37314310
37316100-7;Becken;Cymbals;Platillos (instrumento);Cymbales;Címbalos;37316100
37412000-9;Wassersportausrüstungen;Water-sports equipment;Equipo para deportes acuáticos;Équipements de sports nautiques;Equipamento para a prática de desportos aquáticos;37412000
37433000-2;Boxhandschuhe;Boxing gloves;Guantes de boxeo;Gants de boxe;Luvas de boxe;37433000
37510000-6;Puppen;Dolls;Muñecas;Poupées;Bonecas;37510000
37513000-7;Marionetten;Puppets;Títeres;Marionnettes;Fantoches;37513000
37533500-8;Billardtische;Billiard tables;Mesas de billar;Tables de billard;Mesas de bilhar;37533500
37823200-5;Pauspapier;Tracing paper;Papel calco;Papier-calque;Papel de decalque;37823200
38111000-6;Funkpeileinrichtungen;Direction-finding equipment;Equipo de radiogoniometría;Matériel de radiogoniométrie;Equipamento para radiogoniometria;38111000
38126300-7;Oberflächen-Geräte zur Messung von Temperatur oder Feuchtigkeit;Temperature or humidity surface observing apparatus;Aparatos de observación en superficie de la temperatura o la humedad;Appareils d'observation en surface des températures ou de l'humidité;Aparelhos de observação de superfície para temperatura ou humidade;38126300
38412000-6;Thermometer;Thermometers;Termómetros;Thermomètres;Termómetros;38412000
38422000-9;Füllstandsmessgeräte;Level-measuring equipment;Equipo de medida del nivel;Matériel de mesure du niveau;Equipamento para medição do nível;38422000
38436100-1;Mechanische Rüttler;Mechanical shakers;Agitadores mecánicos;Agitateurs mécaniques;Agitadores mecânicos;38436100
38436510-8;Drehblätter für mechanische Rührer;Blade impellers for mechanical stirrers;Rotores de paletas para mezcladores mecánicos;Aubes pour mélangeurs mécaniques;Lâminas para misturadores mecânicos;38436510
38600000-1;Optische Instrumente;Optical instruments;Instrumentos ópticos;Instruments d'optique;Instrumentos ópticos;38600000
38624000-5;Optische Hilfen;Optical aids;Ayudas ópticas;Dispositifs d'aide optique;Próteses oculares;38624000
38650000-6;Fotografische Geräte;Photographic equipment;Equipo fotográfico;Matériel de photographie;Equipamento para fotografia;38650000
38652110-4;Diaprojektoren;Slide projectors;Proyectores de diapositivas;Projecteurs de diapositives;Projectores de diapositivos;38652110
38653110-1;Fotoblitzlampen;Photographic flashbulbs;Lámparas de destello para fotografía;Ampoules de flash;Lâmpadas-relâmpago para fotografia;38653110
39113300-0;Sitzbänke;Bench seats;Banquetas;Banquettes;Banquetas;39113300
39121100-7;Schreibtische;Desks;Escritorios;Bureaux;Secretárias;39121100
39130000-2;Büromöbel;Office furniture;Muebles de oficina;Mobilier de bureau;Mobiliário de escritório;39130000
39143120-3;Schlafzimmermöbel, außer Betten und Bettzeug;Bedroom furniture, other than beds and beddings;Muebles de dormitorio distintos de las camas y ropa de cama;Mobilier de chambre à coucher autre que lits et literie;Mobiliário para quartos de dormir excepto camas e artigos de colchoaria;39143120
39143310-2;Couchtische;Coffee tables;Mesitas bajas;Tables basses;Mesas de salão;39143310
39221170-9;Abtropfgestelle;Drying racks;Escurridores;Égouttoirs;Estendais para secagem de roupa;39221170
39226100-3;Flaschenbehältnisse;Bottle cases;Cajas de botellas;Casiers à bouteilles;Caixas para garrafas;39226100
39261000-9;Briefkörbe;Delivery trays;Bandejas de distribución;Plateaux de réception;Tabuleiros de distribuição;39261000
39312100-3;Fleischschneidemaschine;Meat slicers;Cortadoras de carne;Machines à couper la viande;Máquinas de cortar carne;39312100
39522500-2;Campingausrüstungen aus Textilien;Textile camping goods;Artículos de acampada de materia textil;Articles de camping en textile;Artigos têxteis para campismo;39522500
39711123-7;Tiefkühlschränke;Upright-type freezers;Congeladores verticales;Congélateurs-armoires;Congeladores verticais;39711123
39711360-0;Öfen;Ovens;Hornos;Fours;Fornos;39711360
39831100-7;Öldispersanten;Oil dispersant;Dispersantes;Dispersants;Dispersantes de óleo;39831100
42111100-1;Außenbordmotoren für Schiffsantrieb;Outboard motors for marine propulsion;Motores fueraborda para propulsión marina;Moteurs hors-bord pour propulsion navale;Motores fora de borda para propulsão de embarcações;42111100
42124340-9;Teile für Gaskompressoren;Parts of gas compressors;Partes de compresores de gas;Pièces pour compresseurs à gaz;Peças para compressores de gás;42124340
